,Unnamed: 0,original,duplicate
0,0,229805,"{229805: 95.17248622401658, 268334: 23.588702990104917, 229782: 21.741556544732735, 268863: 20.819707456868723, 44716: 18.71518758487633, 145425: 18.660155764870193, 224355: 18.594310154824896, 151222: 17.811822601211848, 136802: 17.73372719693624, 229789: 17.722290625340328, 74054: 0.989850022608001, 74238: 0.9881488583353513, 12730: 0.9878416459853382, 13898: 0.9878087861916235, 30847: 0.9877358345253152, '224096': 0.9877139664250889, 6149: 0.9875690859773115, 67638: 0.9875520736641442, 3750: 0.9872528581435982, 21016: 0.9872385305385151}"
1,1,229882,"{229882: 129.17467111034256, 227421: 30.09987508322131, 224899: 27.08867784027342, 231014: 26.345582932811254, 225786: 26.255672061194044, 225859: 26.155953631666648, 230420: 26.059326995198113, 225208: 25.96356187541202, 17454: 25.93315702153073, 228120: 25.689617330152263, 53173: 0.9732190434807456, 4156: 0.9715860912692725, 57327: 0.9704114666270404, '214092': 0.9699799668807688, 18827: 0.9698295105650542, 50786: 0.9695223221792632, 48957: 0.9688975832659384, 53285: 0.968307680136744, 37634: 0.967725270203518, 40618: 0.9677023028808103}"
2,2,229903,"{229903: 225.20938954533725, 205745: 109.64231269724847, 159978: 83.12545274302668, 140271: 72.08636936070575, 295980: 67.23386508427079, 123769: 62.46696880463917, 138069: 57.84325152494609, 138062: 56.585853854290995, 294191: 51.24167767921021, 324845: 50.210427850107926, 23607: 0.9654769762876805, 248: 0.965397773033415, 41508: 0.9650945760900533, '113135': 0.9641800350786601, 267: 0.9639445960603874, 6935: 0.9626762862112883, 6933: 0.9626123760078485, 76050: 0.9624052281715941, 34218: 0.9620785229320205, 20859: 0.9620346763128058}"
3,3,229993,"{229993: 308.9041788078467, 272913: 302.6609212542828, 229612: 95.10999772011652, 129841: 87.49149443842241, 163324: 70.68026056075092, '229612': 66.52814219635114, 85116: 56.324938037921676, 230956: 56.04999408250632, 139745: 55.26260386277912, 229136: 55.05398365486236, 2: 0.9676473204647104, 86: 0.955832912856184, 284: 0.9509706986883275, 1948: 0.9493508537813447, 849: 0.948208748245306, 238: 0.947539832009418, 1978: 0.9453822474811352, 39297: 0.9449284090745237, 26643: 0.9448913377803136, 1955: 0.9443980070492825}"
4,4,230004,"{230004: 153.15654790656822, 222863: 45.8341010844266, 79350: 43.11778724602411, 274984: 41.14521704415195, 122671: 39.460463905678836, 384965: 38.21336469634638, 17815: 36.467559257329135, '129548': 35.529416625830585, 23981: 34.65918008561347, 108480: 33.61520314248349, 49704: 0.9790969462880541, 7591: 0.9776942005002105, 35917: 0.9764073971240343, 20912: 0.9763909712908662, 28869: 0.9763394908867862, 59017: 0.9751967964385531, 9430: 0.9750006223781487, 52874: 0.9749810464891968, 16651: 0.9749533534063576, 27116: 0.9749044880050258}"
5,5,230027,"{230027: 118.50055473325241, 111206: 32.27414837172403, 204578: 31.74369829375948, 62229: 30.634202924012325, 248670: 30.41132983561671, 163739: 30.3173571244801, '201756': 29.91204801794114, 126538: 29.419053122096024, 48094: 29.14024704020428, 97806: 29.055994689058938, 6041: 0.9710644346837386, 5: 0.9703860162238918, 49259: 0.9661354691114145, 17: 0.9654370047340409, 30950: 0.9653193127212627, 69854: 0.9649724588294111, 5084: 0.9647409940600261, 3850: 0.9642769360439284, 1603: 0.9640606399726539, 46565: 0.9637266898838266}"
6,6,230045,"{230045: 223.86900881401525, 304188: 44.45634528144074, 229916: 42.70487098254762, 177714: 35.10375164318657, 233467: 33.71536416022752, 171778: 32.231004163683615, 322798: 32.08810582285976, 221378: 31.944957060807916, 108626: 30.69134233761792, 51437: 30.328678632444763, 113: 0.9637755270617725, 991: 0.9613535033714614, 69101: 0.9611051228297064, '229916': 0.9605203324226163, 60543: 0.9580682133480765, 5084: 0.9577713099028953, 76729: 0.9571900554994637, 238: 0.9571622969877631, 75233: 0.9565591114141898, 38111: 0.9565428728233312}"
7,7,230048,"{230048: 164.3501740423746, 250804: 82.69355728013517, '203461': 76.47799066354776, 258316: 69.09250746399366, 212020: 66.74635910395692, 231794: 53.78283713374615, 196036: 53.75312974419018, 234613: 53.35061781543988, 203461: 48.0816181530857, 225519: 47.68457455703127, 19849: 0.9801990442595464, 8406: 0.9790228681760766, 50060: 0.9788881688148837, 3241: 0.978859939906269, 63282: 0.97875908188487, 48575: 0.9781958453822851, 12377: 0.9781692093524655, 9329: 0.9770960522772688, 81685: 0.9769911289361335, 82696: 0.9769679870912562}"
8,8,230294,"{230294: 75.33888466879861, 242300: 25.844760748363647, 41040: 24.516783751473763, 43736: 24.42325936081607, 164316: 24.280632101698863, 44180: 24.23929483022619, 59585: 23.5953495446109, 38827: 23.297357310236137, 141560: 23.114477738937868, 66631: 22.90865302049594, 46447: 0.9863662769015634, 72675: 0.9855448952229967, 48766: 0.9849173082823285, 33410: 0.984827785918526, 34422: 0.9834615512525364, 57257: 0.9833560833881093, '228405': 0.9833496866892975, 12651: 0.9831992232154024, 39839: 0.9830472070004486, 66679: 0.9830328681418202}"
9,9,230307,"{230307: 64.58650605085253, 76873: 30.79987839939337, 106406: 21.734879401614357, 136476: 20.31209445026775, 273690: 18.027639774371796, '76873': 17.95703020189444, 10932: 17.91194873270971, 67076: 17.851458293262624, 139029: 17.13135028630051, 161536: 16.75712026390071, 33560: 0.9853048645298761, 84890: 0.9845215251662707, 57699: 0.98434420225504, 70105: 0.9841454261022056, 70104: 0.9840868173601406, 58795: 0.9839272885019154, 11080: 0.9837263151882517, 40186: 0.9837132684603904, 51173: 0.9836495929629637, 65221: 0.9836314727145218}"
10,10,230334,"{230334: 196.20766655602313, 271029: 62.58636799253124, 274197: 59.82804429807527, 393743: 59.64522739835331, 80362: 58.01020267351449, 166304: 57.8198048198127, 205675: 57.28471602895215, 191413: 56.329310386213066, 166548: 55.45044640050657, 86741: 55.42135334523322, 49259: 0.9610154872133873, 8: 0.9607643791469522, 23607: 0.9602012547125558, 1228: 0.9600096811409723, 561: 0.9592540203703155, '219165': 0.9590960990982511, 73394: 0.9588765771814649, 86: 0.958826332284282, 7: 0.95836712731689, 2215: 0.9579819329858196}"
11,11,230423,"{230423: 171.4426191200834, 402476: 43.89023483670223, '199499': 43.10862463128883, 313679: 41.892858673959246, 119713: 41.13140427590401, 221076: 38.946485561061344, 193525: 38.021653814166555, 99522: 37.68487059867375, 218883: 37.46479845504701, 55890: 36.689921759609284, 248: 0.9612555419304916, 9071: 0.9602279630221966, 5061: 0.9590413927213297, 9371: 0.9587246452010839, 16798: 0.9584429983285031, 70243: 0.9584110439313497, 33082: 0.9581522664538428, 30551: 0.9581436657679462, 47997: 0.9579937585748411, 21416: 0.9579421112161132}"
