,Unnamed: 0,original,duplicate
0,0,647793,"{'642330': 123.45419453764737, '636089': 53.228161530329295, 650458: 53.04662772715663, 628934: 52.91922123623804, 732935: 52.147426913807315, 1: 0.9961197688289597, 48934: 0.9943197720082262, 53225: 0.9935157947515568, '643785': 0.9933858325324199, 99782: 0.9931630298099002}"
1,1,647874,"{647874: 125.37650803213629, '628043': 66.24256829869255, 492743: 65.14727417007643, 506498: 63.45354070124822, 477478: 63.21566489480813, 3: 0.9869437737622117, 92125: 0.982365143709725, 33419: 0.9820210093330934, '636806': 0.9810103076812523, 47317: 0.9808801000253129}"
2,2,647921,"{647921: 138.2071957687618, 645470: 60.87957603230502, 644923: 58.9984027010962, 407591: 57.03709946066048, '634159': 55.35468221423611, 4: 0.9889273391595745, 70678: 0.9881588074683965, '644923': 0.987908403199647, 51737: 0.986305639241999}"
3,3,647943,"{'414029': 0.9872020533528284, 779877: 61.62261909435788, 612941: 59.01196459338558, 409307: 58.694653112274636, 418978: 57.357454343231275, '314533': 0.9874464618570709, 98610: 0.9872222802373735, 112146: 0.9871169109819633, 72095: 0.9870891992162125}"
4,4,647963,"{'635621': 55.37037086921666, 644979: 60.42131075151556, 644957: 55.54998779400632, 636938: 53.878518809999264, 60039: 0.9874548906975067, 95552: 0.9861087288122754, '638632': 0.9860670210591783, 64289: 0.9856769522069352, 42424: 0.9847852729489026}"
5,5,647969,"{647969: 123.08324161381638, 314188: 48.46959536052138, 644193: 47.6359369670115, 647716: 47.60357969403352, '645921': 47.428343962188436, '647113': 0.9852221284616585, 38126: 0.9851914015214548, 37516: 0.9851867778009753, 65932: 0.984555233690846, '644146': 0.9841403427396302}"
6,6,647992,"{647992: 66.29638232696351, 461338: 48.78067634442329, 667276: 48.58656054184804, 453625: 48.09775130078545, '594831': 47.98747460859515, 87903: 0.9927291525164557, 44785: 0.9922799663106182, '627381': 0.9917556026223521, 15846: 0.9917233900438742, 102415: 0.9914642716146104}"
7,7,647999,"{647999: 210.72035344200592, 246372: 60.15514488802088, '605451': 59.77577077072267, 647808: 58.830168926352854, 575260: 58.65047323144449, 106207: 0.9814535703274702, 66248: 0.9804370218943526, 16553: 0.9803047507799479, '612620': 0.979163472798424, '613625': 0.9787073013966361}"
8,8,648042,"{'640174': 183.5283029682119, 497792: 71.88485248149492, 331362: 71.01666555438611, '625776': 68.43202505224757, 383058: 67.62222878528031, 16392: 0.976331851727759, 93078: 0.9758626866278324, 22890: 0.9754212785964366, 65687: 0.9750238614957681}"
9,9,648189,"{'647585': 343.7315281945108, '638386': 262.9422389608673, 647113: 259.3685669607715, 595690: 225.49916776055323, 558082: 222.80544781485813, 64238: 0.9610829336562501, 87776: 0.9605924871332002, '640955': 0.9595436092427213, 36630: 0.9586694938926382, 112479: 0.9574868773705237}"
10,10,648221,"{648221: 110.11017557836298, '614741': 0.9886102362186251, 542745: 60.45512405876223, 497025: 60.397453771740935, 460150: 58.40740129268295, 35808: 0.9861996846279673, 80864: 0.9852011072418289, 112265: 0.9846159872374173}"
11,11,648237,"{648237: 142.39604450335298, 648247: 80.55866444262792, 648243: 69.13656267766075, 657319: 67.09835471859077, '634222': 0.9869269090120273, 97437: 0.9909716873048857, 47726: 0.9873414824607876, 110777: 0.987332303688697}"
12,12,648238,"{648238: 110.44215520184973, '624235': 52.17648118443019, 631884: 56.77474140070173, 608090: 53.88326326049335, 47179: 0.9897131741829998, 35474: 0.9893146053912754, 111230: 0.9889939025954724, 112568: 0.9888913254109526, '641790': 0.9888267352889353}"
13,13,648279,"{'616938': 119.33769363473215, 310429: 53.87386885400995, 663618: 53.26209938573857, 370520: 52.78746248320204, 258525: 52.68483951159336, 101556: 0.9907905484916045, 101313: 0.989900040214554, 44287: 0.9894060105316618, '619472': 0.9889300069509351}"
14,14,648285,"{'643259': 0.9878097617360962, 476868: 58.63138417181848, 246760: 55.03970455935046, 596244: 55.00622819492576, 303444: 54.44053867023016, 34924: 0.9881571040890789, 91624: 0.9880996134471501, 47583: 0.9876693585415426}"
15,15,648352,"{648352: 142.3473170458876, 623965: 68.58838124724247, 338682: 64.122429907921, 259296: 64.06614777111469, '548753': 63.55265894507582, 100717: 0.9886199987846267, '536554': 0.9885288073150803, 80864: 0.9876831046232002, '633250': 0.9876317498710347, 10542: 0.9875862962705204}"
16,16,648497,"{648497: 87.37887683069998, '640823': 0.9922695919723692, 613826: 56.48503914058545, 640823: 55.7881402279581, 259430: 55.16321322580802, 108950: 0.9932134671689138, 113189: 0.9927040204853715, 84891: 0.9926525937753068, '644918': 0.9922479558731464}"
17,17,648513,"{648513: 108.53865047663447, 294929: 64.12937155437554, '615513': 60.69506465963578, 578886: 59.745955564538505, 80862: 0.98870891996054, 64238: 0.9874246362965348, 114518: 0.9870472841154878, 107749: 0.9870427006685961}"
18,18,648602,"{648602: 144.6353539661974, 612241: 63.791598247256175, '629359': 63.26162221104586, 636461: 62.67102107981867, '644055': 61.27674570855626, '637323': 0.9867164403643686, 86928: 0.9850823212891355, 89003: 0.9844298934691935, 94411: 0.9841233610530625, 29280: 0.983679438603679}"
19,19,648609,"{'597325': 0.9756878318270377, 657909: 63.65989320085949, 452847: 63.152730130031614, 439456: 62.22897081002859, 262090: 61.708772036406174, 104678: 0.9771827180044204, 89617: 0.9749730539898103, 47000: 0.9746633274123688}"
20,20,648632,"{'440772': 104.97219408292744, 577228: 50.38719015294696, 469489: 46.61884246830617, 412676: 46.258013412864294, '456643': 45.68784284438666, 90294: 0.9946401387956815, 65932: 0.9928113079705231, 94999: 0.9919902782662761, '607739': 0.9917794551111616, 92157: 0.9917455443530834}"
21,21,648682,"{'616752': 0.9862816415586544, 610177: 73.65509176044812, 586575: 65.00215114313232, 576537: 63.74866387099797, 663179: 63.72587277366452, 47319: 0.9866139117151641, 43408: 0.9855298760087309, 51736: 0.9853141173190922}"
22,22,648686,"{'576807': 192.44493677115685, 666087: 72.31561199015668, 591011: 68.29742093669068, 307690: 68.16386376067955, 645599: 67.00088254749213, 30218: 0.9805261014196038, '647613': 0.9794588203170429, 18335: 0.9787187159882321, 82847: 0.9780435017742781}"
23,23,648692,"{'564647': 127.86168482491411, 565085: 65.33879623189132, 374007: 63.538611539011704, 263773: 63.362866868907574, 409868: 63.283729095653236, 56886: 0.9807199909067319, 107656: 0.9803774142657988, '631758': 0.9796843329125298, 103195: 0.9793243928302494, '561164': 0.9792119443112016}"
24,24,648713,"{648713: 146.0042712149015, 648931: 84.45083870543185, 661516: 74.6566106670125, 652347: 71.37124408454761, '643835': 68.82196339706269, 107125: 0.9827507155716683, '619032': 0.9820468647180163, 87235: 0.982011821352067, 107624: 0.9817266983405382, 72124: 0.9816575312297419}"
25,25,648714,"{'603649': 67.23480534100302, 652013: 71.52115197070458, 652360: 68.88617713843318, 590282: 65.05416305354088, 35474: 0.9924729709074508, 98861: 0.9913364582873349, 104885: 0.9911831964232548, 42226: 0.9908847515549171}"
