,Unnamed: 0,original,duplicate
0,0,647793,"{72102: 0.9851190439351728, 1: 0.9849578732664331, 34255: 0.984849156749518, 33701: 0.9830705965822573, 99261: 0.9825649309107125, 113797: 0.9822579377403021, '636089': 0.9806868227710209, 111287: 0.9803711016529718, 104886: 0.9803623327018945, 17561: 0.9802986779924662}"
1,1,647874,"{3: 0.9793960833340178, 891: 0.9751059212393306, 10029: 0.9735101368729663, 46720: 0.9729480707758067, 92930: 0.9726802742887756, 100684: 0.9721753197737092, '637299': 0.9716722240384899, 104386: 0.9713844914075794, 10026: 0.970779190806499, 10025: 0.9707104040909943}"
2,2,647921,"{4: 0.9815465770489713, 57881: 0.9759722039796246, 6541: 0.97494506423854, '643151': 0.9743370363387915, 96886: 0.9739218298500691, 33700: 0.9738733776074714, 32133: 0.9736220213418749, 25026: 0.9725913288078647, 23319: 0.9722228829870968, 18550: 0.9717837526857512}"
3,3,647943,"{112566: 0.977379196198011, 101787: 0.9759817815713998, 78581: 0.9755566978277681, 13766: 0.975002054630029, 85389: 0.9749702024799793, 58318: 0.9749241297415778, 58319: 0.9742356130751345, 101008: 0.9740857905530584, '411149': 0.9739326036182666, 99926: 0.9736333908922188}"
4,4,647963,"{53925: 0.9773885489264313, 112663: 0.9770713567423857, 84183: 0.9770258141232541, 42323: 0.9769165134549017, '635564': 0.9767499601840124, 83759: 0.9766353858425854, 94466: 0.9764607856913591, 105455: 0.9763930731443472, 87903: 0.9763572741934337, 84984: 0.9763424516711532}"
5,5,647969,"{109485: 0.9770899372348504, 100194: 0.9754940030683847, '640955': 0.9737547456470182, 89618: 0.9736617242678572, 114495: 0.9732886983088043, 16262: 0.9732471233830836, 20465: 0.9727403801387974, 44973: 0.9724920468898093, 98190: 0.9724803407206138, 49984: 0.9722342618342588}"
6,6,647992,"{110868: 0.9874178465644173, 102060: 0.9865381789728686, 101293: 0.9856009082093994, 99742: 0.9852508520145086, 108926: 0.985164142312081, '594831': 0.9849714436659223, 75568: 0.9849643314369548, 46372: 0.9849451926522584, 97657: 0.9843964266413612, 43041: 0.9842987599475352}"
7,7,647999,"{32734: 0.9667584246132271, 68536: 0.9658189876779226, 25449: 0.9648225256861613, 41754: 0.9631071445031386, 31686: 0.9630773727555935, 31067: 0.9627945098697179, 69874: 0.9626308247173007, '612221': 0.9626121533837799, 44564: 0.9625132617133108, 33790: 0.9625070958882498}"
8,8,648042,"{16848: 0.967799512203687, 97946: 0.9675814399115434, 36836: 0.9672869450261061, 10466: 0.9672005987759101, 16833: 0.966951255980621, 51912: 0.9633084894476522, 11900: 0.9623515629206846, 67804: 0.9622699701721596, '640174': 0.9622424231757182, 109468: 0.961858213520054}"
9,9,648189,"{23477: 0.9439726066520846, 4354: 0.9423494273129531, 48790: 0.9404888151331081, 80862: 0.939804011189171, 112481: 0.9387608137962596, '638386': 0.9387429037993248, 100976: 0.9379973227427707, 19559: 0.9366203729641756, 65864: 0.9366171187974544, 101575: 0.936610607396692}"
