,Unnamed: 0,original,duplicate
0,0,229805,"{229805: 95.17248622401658, 268334: 23.588702990104917, '224096': 22.733973104129046, '228508': 20.819707456868723, 44716: 18.71518758487633, 53871: 0.9946630366899645, 57526: 0.9918920868329245, 26978: 0.9918306988131496, 3582: 0.9915677974348441}"
1,1,229882,"{229882: 129.17467111034256, 227421: 30.09987508322131, 224899: 27.08867784027342, 231014: 26.345582932811254, '224314': 26.255672061194044, 26895: 0.9862746591859161, 48420: 0.9843183679595306, '214092': 0.9837887065680179, 55478: 0.9836364340776971, '227067': 0.9835219739476094}"
2,2,229903,"{'113135': 72.08636936070575, 205745: 109.64231269724847, 159978: 83.12545274302668, 295980: 67.23386508427079, 47251: 0.9878336705436424, 225: 0.9855393254518989, 541: 0.9848215822306806, 14846: 0.9841999257474925}"
3,3,229993,"{229993: 308.9041788078467, '229612': 70.68026056075092, 229612: 95.10999772011652, 129841: 87.49149443842241, 2: 0.9761809214555266, 40200: 0.9733833815940266, 918: 0.9686321890301428, 61694: 0.9675397510316681}"
4,4,230004,"{230004: 153.2298051565479, 222863: 45.8341010844266, '57248': 43.11778724602411, '122671': 41.14521704415195, 122671: 39.460463905678836, 27090: 0.9854103350228044, '206169': 0.9852782205620699, 4: 0.9845123943979812, 26308: 0.9841211513801185, 141: 0.9832998309575364}"
5,5,230027,"{230027: 118.50055473325241, 111206: 32.27414837172403, 204578: 31.74369829375948, '205780': 30.634202924012325, 248670: 30.41132983561671, 5: 0.9884680103344669, 5467: 0.9849765190617994, '201714': 0.9837632088656046, 4950: 0.9840819171035771}"
6,6,230045,"{230045: 223.86900881401525, 304188: 44.45634528144074, 229916: 42.70487098254762, '229916': 0.97806673088509, 233467: 33.71536416022752, 66350: 0.9793769490696753, 12508: 0.9792602419251698, 27413: 0.9777800388766238}"
7,7,230048,"{'196036': 165.34019849243174, 250804: 82.69355728013517, '203461': 76.47799066354776, 258316: 69.09250746399366, 212020: 66.74635910395692, 68875: 0.9899754543388434, 41784: 0.9897819770783849, 8761: 0.9896145921067664, 70393: 0.9894814661972633}"
8,8,230294,"{230294: 75.33888466879861, 242300: 25.844760748363647, '228405': 0.9906748361222635, 41040: 24.516783751473763, 43736: 24.42325936081607, 20406: 0.9921799697655811, 9563: 0.9919204030519994, 44099: 0.9907620506909355}"
9,9,230307,"{'76873': 65.57894380266839, 76873: 30.79987839939337, 106406: 21.734879401614357, 136476: 20.31209445026775, 273690: 18.027639774371796, 30950: 0.9932941111038642, 57659: 0.9929090448011453, 10005: 0.9923696978671799, 26068: 0.9923266279421443}"
10,10,230334,"{'219165': 0.9803969421786238, 271029: 62.58636799253124, 274197: 59.82804429807527, 393743: 59.64522739835331, 80362: 58.01020267351449, 8: 0.9828649298211504, 48627: 0.9821006021390581, 2053: 0.9792428670956413}"
11,11,230423,"{'199499': 42.87336980590904, 402476: 43.89023483670223, 213781: 43.10862463128883, 119713: 41.13140427590401, 36629: 0.9817434523802614, 4188: 0.9804336180745669, 16902: 0.980257734784397, 8: 0.9802225790614443}"
12,12,230446,"{'225867': 0.9741694338510356, 113035: 57.359032478764824, 22678: 55.00723322409726, 225949: 53.82617945564549, '225949': 51.39443402433262, 3850: 0.9773563959506743, 47915: 0.9768855079445907, 34891: 0.9741625156713158, 51416: 0.9740091619878143}"
13,13,230854,"{230854: 199.24171177387646, '190740': 0.9838362835190292, 10317: 29.579063497757993, 403052: 28.748116802368415, 11385: 27.295014531195715, 15449: 0.9855896261440164, 7065: 0.9843994382521106, 3658: 0.9839008462043375}"
14,14,230865,"{230865: 123.47702078703448, 240405: 33.42040445449716, '194935': 0.9854220512055308, 104493: 32.46511593964738, 219039: 31.960880986337173, 75756: 0.9875320696419138, 5467: 0.9872172290087353, 20684: 0.984567027227408}"
15,15,230888,"{230888: 203.90835438143284, 320566: 46.70397518974177, '150591': 0.9818603203286848, 320567: 45.13732588857776, 208022: 41.14830838239985, 7211: 0.9812040449720508, 18833: 0.9810370792451816, 19601: 0.98045314670783}"
16,16,230940,"{230940: 61.35450810866307, '230470': 21.841763807176616, 103890: 29.06731896114237, 256261: 20.913340197361503, 70234: 0.9937435909770596, 70196: 0.9930891498553717, 54927: 0.9930585084080276, 45736: 0.9925376035025912}"
17,17,231132,"{231132: 85.68348745990023, 310529: 24.23456039518107, '200364': 22.456781643269778, 163132: 21.608174522074762, 52426: 0.9931235288025645, 26777: 0.9929111844360857, 5006: 0.992788448774154, 13980: 0.9926893109350913}"
18,18,231137,"{'60717': 48.12567701524581, 110089: 39.97131088257272, 60717: 38.84363180624113, 117151: 38.79778737162574, 39538: 0.9851433871339103, 33750: 0.9849232739081937, 56882: 0.9846080485940429, 17111: 0.9844324794509646}"
19,19,231160,"{231160: 302.7704974004444, 182399: 210.2378841444376, '181215': 0.9747268051799367, 185321: 189.7791950254548, 256421: 158.81827726529588, 9458: 0.972855539634754, 17474: 0.9716835416590383, 8: 0.9713984600268039}"
20,20,231215,"{231215: 133.33560050760224, 224360: 41.439841534312826, '224360': 32.187134282077196, 266292: 32.11020206214836, 376228: 30.062947132398023, 59333: 0.9885978605972495, 47099: 0.9881671229122091, 9563: 0.9870094181605975, 8798: 0.98658505119092}"
21,21,231236,"{'71625': 0.9810546989606673, 192481: 36.443383611067844, '54753': 32.13712390114662, 54753: 31.360488406624516, 334739: 30.99853512084813, 47926: 0.9846765028837241, 37157: 0.9819167244163169, 33148: 0.9816028018868053, 15664: 0.9810516439262479}"
22,22,231254,"{231254: 104.5881586680539, '228971': 0.9872145111122416, 316963: 28.942685091292347, 267038: 28.002058452368402, 184881: 27.888039182395932, 7578: 0.9888512322056899, 4017: 0.9883812631096263, 4024: 0.9870400636665071}"
23,23,231264,"{231264: 181.01160540266085, 103056: 44.10113441421473, '226827': 40.48693221996954, 91510: 40.43035981355486, 210568: 39.84480531505571, '225754': 0.9743720514675256, 5320: 0.9740603977589563, 12833: 0.9735982598885521, 76130: 0.9730992306176752}"
24,24,231600,"{231600: 224.19178003980835, '102766': 42.47539952008581, 18830: 46.83171263275159, 206394: 45.34327392911215, 2407: 0.9783905270092553, 266: 0.976598018537265, 29821: 0.9760816602022373, 12291: 0.9757093344414967}"
