,Unnamed: 0,original,duplicate
0,0,647793,"{'628264': 123.45419453764737, 296124: 53.228161530329295, 650458: 53.04662772715663, 628934: 52.91922123623804, 732935: 52.147426913807315, 654029: 51.484561667090254, 664980: 51.39774223336445, 655471: 51.13954151523107, 485978: 50.99516762321212, 648221: 50.80449133700388}"
1,1,647874,"{'637299': 125.37650803213629, 647677: 66.24256829869255, 492743: 65.14727417007643, 506498: 63.45354070124822, 477478: 63.21566489480813, 645020: 62.88271994315524, 642357: 62.354513218939815, 261908: 62.252390611068016, 359783: 62.23141297970536, 630152: 61.82538997377436}"
2,2,647921,"{647921: 138.2071957687618, 645470: 60.87957603230502, 644923: 58.9984027010962, 407591: 57.03709946066048, 638422: 54.36634444664284, 309171: 53.11165366321696, 644926: 53.013565064691264, 362013: 51.34720150556202, 271430: 51.11994842801804, '644923': 51.094657997829884}"
3,3,647943,"{647943: 146.4449701180958, 779877: 61.62261909435788, 612941: 59.01196459338558, 409307: 58.694653112274636, '479807': 57.357454343231275, 307267: 57.21641205689029, 434468: 56.956915651854544, 442306: 56.66148707446879, 442531: 56.632863526002, 252437: 56.450657521585086}"
4,4,647963,"{647963: 118.63544239439737, 644979: 60.42131075151556, 644957: 55.54998779400632, 635583: 55.37037086921666, 636938: 53.878518809999264, 648777: 53.6640478091988, 451357: 52.71571472788799, 546036: 51.59910253760378, '635718': 51.29781556948375, 422593: 51.26309403620973}"
5,5,647969,"{647969: 123.08324161381638, 314188: 48.46959536052138, 644193: 47.6359369670115, '644193': 47.60357969403352, 322460: 47.428343962188436, 650654: 47.34410655628421, 322803: 47.26310637153668, 237706: 46.89243257616954, 330401: 46.67992472309306, 458470: 46.407954812569514}"
6,6,647992,"{647992: 66.29638232696351, '642887': 48.78067634442329, 667276: 48.58656054184804, 453625: 48.09775130078545, 246003: 47.98747460859515, 594831: 47.81269662106532, 401882: 47.41751075325281, 269204: 47.306353021180875, 594447: 46.77279574771948, 453788: 46.66210713816166}"
7,7,647999,"{647999: 210.72035344200592, 246372: 60.15514488802088, 286022: 59.77577077072267, 647808: 58.830168926352854, '645061': 58.65047323144449, 626652: 58.03656739629341, 358179: 57.67175061184662, 213202: 57.12831465632155, 270530: 57.100601210899285, 306126: 56.58328906872254}"
8,8,648042,"{648042: 183.5283029682119, 497792: 71.88485248149492, '625776': 71.01666555438611, 383058: 67.62222878528031, 263280: 67.45625746205758, 493288: 66.72346792333663, 831143: 66.52184691059631, 284985: 66.20163444383653, 689697: 66.09599752781425, 807291: 65.98524963774156}"
9,9,648189,"{648189: 343.7315281945108, '644398': 262.9422389608673, 647113: 259.3685669607715, 595690: 225.49916776055323, 558082: 222.80544781485813, 476492: 214.4505015005922, 581142: 209.00775667987037, 439736: 202.93668401948221, 550073: 197.90331900641294, 418826: 195.66992096058192}"
10,10,648221,"{648221: 110.11017557836298, 542745: 60.45512405876223, 497025: 60.397453771740935, '614741': 59.5846185023134, 460150: 58.40740129268295, 601521: 58.05169451334835, 272115: 57.950616091545086, 479921: 57.7548882881412, 338967: 57.473790635295536, 611031: 57.33776317694049}"
11,11,648237,"{648237: 142.39604450335298, 648247: 80.55866444262792, 648243: 69.13656267766075, '634222': 67.09835471859077, 657312: 63.0777986416834, 657325: 60.06092154670103, 564133: 56.47917370546904, 550419: 55.829512505039375, 459020: 54.50905127376827, 333053: 54.19368212689951}"
12,12,648238,"{648238: 110.44215520184973, 631192: 63.49729632886987, 631884: 56.77474140070173, 608090: 53.88326326049335, 645216: 52.17648118443019, '635896': 51.091889277714884, 633524: 50.47018298562384, 581347: 49.186163699529075, 590070: 48.42889790228231, 594101: 48.35346026676656}"
13,13,648279,"{648279: 119.33769363473215, 310429: 53.87386885400995, 663618: 53.26209938573857, 370520: 52.78746248320204, 258525: 52.68483951159336, '619472': 51.91081943312683, 293934: 51.709418522690456, 613625: 50.80772790721845, 501650: 50.63715264676222, 645521: 50.19892060379818}"
14,14,648285,"{648285: 126.25230347295464, 476868: 58.63138417181848, '643259': 55.03970455935046, 596244: 55.00622819492576, 303444: 54.44053867023016, 373262: 53.998700927337154, 335598: 51.465479177601935, 252383: 51.03473964370533, 252384: 51.03473964370533, 645669: 50.51933351712432}"
15,15,648352,"{'246080': 142.3473170458876, 623965: 68.58838124724247, 338682: 64.122429907921, 259296: 64.06614777111469, 246080: 63.55265894507582, 713338: 63.51787775063276, 940974: 62.303171294511095, 543935: 62.014458768733284, 258493: 61.68903039808747, 307676: 61.41395459422174}"
